DEPARTURE_DATE,ARRIVAL_DATE,ARRIVAL_PLACE_ID,PLACE_NAME,VESSEL_ID,VESSEL_NAME,STORAGE_CAPACITY,INFORMATION_SOURCE_ID,PARAMETER_DETAIL,FISHERY_TYPE_ID,PARAMETER_DETAIL(human consumption type),CATCH_WEIGHT_TRIP,TAXON_ID,COMMON_NAME,CATCH_WEIGHT_SPECIES,
,26-01-2018,28,CHANCAY,43225,"REGION CHAVIN I, CAJAMARCA 8                                                                                            ",368.15,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,251545.0000,103,"Anchoveta, anchoveta peruana, peladilla",251545.0000,
,26-01-2018,28,CHANCAY,41739,ERNESTINA                                                                                                               ,280.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,155915.0000,103,"Anchoveta, anchoveta peruana, peladilla",155915.0000,
,07-01-2018,52,SUPE                                                        ,42739,"POLAR VII, RODDY                                                                                                        ",530.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,61285.0000,103,"Anchoveta, anchoveta peruana, peladilla",61285.0000,
,07-01-2018,52,SUPE                                                        ,41844,"NATALIA, YAGO II, RODGA                                                                                                 ",499.18,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,46245.0000,103,"Anchoveta, anchoveta peruana, peladilla",46245.0000,
,08-01-2018,52,SUPE                                                        ,43138,"TASA 417, INANSA, INANSA II                                                                                             ",440.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,180790.0000,103,"Anchoveta, anchoveta peruana, peladilla",180790.0000,
,08-01-2018,52,SUPE                                                        ,41826,"PDA-03, OSQUITAR                                                                                                                                                                                        ",350.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,26975.0000,103,"Anchoveta, anchoveta peruana, peladilla",26975.0000,
,08-01-2018,52,SUPE                                                        ,41791,"TASA 413, OLMOS II                                                                                                      ",444.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,136615.0000,103,"Anchoveta, anchoveta peruana, peladilla",136615.0000,
,08-01-2018,52,SUPE                                                        ,40964,"TASA 314, CONTUMAZA 4                                                                                                   ",343.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,37290.0000,103,"Anchoveta, anchoveta peruana, peladilla",37290.0000,
,08-01-2018,52,SUPE                                                        ,42985,"TASA 310, ZAÑA                                                                                                          ",332.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,115595.0000,103,"Anchoveta, anchoveta peruana, peladilla",115595.0000,
,22-06-2018,10,PAITA,42414,MARIA ISABEL II                                                                                                         ,98.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,40970.0000,103,"Anchoveta, anchoveta peruana, peladilla",40970.0000,
27-02-2023 16:03:00,28-02-2023 14:22:00,10,PAITA,25530,FLIPER                                                      ,45.00,3,ARTESANAL,26,DIRECT HUMAN CONSUMPTION,7000.0000,103,"Anchoveta, anchoveta peruana, peladilla",7000.0000,
,13-01-2018,28,CHANCAY,43445,ROSA II                                                                                                                 ,441.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,308865.0000,103,"Anchoveta, anchoveta peruana, peladilla",308865.0000,
,13-01-2018,28,CHANCAY,42280,RESBALOSA II                                                                                                            ,432.13,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,422855.0000,103,"Anchoveta, anchoveta peruana, peladilla",422855.0000,
,13-01-2018,28,CHANCAY,43312,NUNCIA                                                                                                                  ,439.80,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,323350.0000,103,"Anchoveta, anchoveta peruana, peladilla",323350.0000,
,13-01-2018,28,CHANCAY,41894,DON LUIS                                                                                                                ,508.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,263160.0000,103,"Anchoveta, anchoveta peruana, peladilla",263160.0000,
,14-01-2018,28,CHANCAY,43312,NUNCIA                                                                                                                  ,439.80,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,130645.0000,103,"Anchoveta, anchoveta peruana, peladilla",130645.0000,
,14-01-2018,28,CHANCAY,42280,RESBALOSA II                                                                                                            ,432.13,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,263260.0000,103,"Anchoveta, anchoveta peruana, peladilla",263260.0000,
,14-01-2018,28,CHANCAY,43424,SIMON                                                                                                                   ,433.80,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,35610.0000,103,"Anchoveta, anchoveta peruana, peladilla",35610.0000,
,14-01-2018,28,CHANCAY,43445,ROSA II                                                                                                                 ,441.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,241190.0000,103,"Anchoveta, anchoveta peruana, peladilla",241190.0000,
,14-01-2018,28,CHANCAY,43165,"SIMY 7, LORETO 7                                                                                                        ",350.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,497465.0000,103,"Anchoveta, anchoveta peruana, peladilla",497465.0000,
,15-01-2018,28,CHANCAY,42280,RESBALOSA II                                                                                                            ,432.13,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,263260.0000,103,"Anchoveta, anchoveta peruana, peladilla",263260.0000,
,24-06-2018,22,CHIMBOTE,41023,INCAMAR 1                                                                                                               ,806.67,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,80570.0000,103,"Anchoveta, anchoveta peruana, peladilla",80570.0000,
,22-06-2018,10,PAITA,42412,MARIA ISABEL                                                                                                            ,97.30,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,48730.0000,103,"Anchoveta, anchoveta peruana, peladilla",48730.0000,
,10-01-2018,52,SUPE                                                        ,42473,POLAR IV                                                                                                                ,450.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,82735.0000,103,"Anchoveta, anchoveta peruana, peladilla",82735.0000,
,13-01-2018,52,SUPE                                                        ,42928,MICHELA                                                                                                                 ,401.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,231350.0000,103,"Anchoveta, anchoveta peruana, peladilla",223412.5000,
,13-01-2018,52,SUPE                                                        ,42473,POLAR IV                                                                                                                ,450.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,334280.0000,103,"Anchoveta, anchoveta peruana, peladilla",334280.0000,
,13-01-2018,52,SUPE                                                        ,43453,FABIOLA                                                                                                                 ,390.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,91195.0000,103,"Anchoveta, anchoveta peruana, peladilla",85246.3000,
1-03-2023 23:30:00,2-03-2023 07:35:00,74,LAS DELICIAS,7457,NUESTRA SEÑORA DE GUADALUPE II,35.00,3,ARTESANAL,26,DIRECT HUMAN CONSUMPTION,16000.0000,103,"Anchoveta, anchoveta peruana, peladilla",16000.0000,
,11-01-2018,53,VEGUETA,42426,"TASA 416, SALKANTAY                                                                                                     ",420.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,247805.0000,103,"Anchoveta, anchoveta peruana, peladilla",247805.0000,
,11-01-2018,53,VEGUETA,41301,"TASA 315, BRAVO 7, PALAS ATENEA                                                                                         ",357.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,63420.0000,103,"Anchoveta, anchoveta peruana, peladilla",63420.0000,
,12-01-2018,53,VEGUETA,42325,TASA 44                                                                                                                 ,400.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,237095.0000,103,"Anchoveta, anchoveta peruana, peladilla",237095.0000,
,12-01-2018,53,VEGUETA,41832,TASA 43                                                                                                                 ,399.30,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,278955.0000,103,"Anchoveta, anchoveta peruana, peladilla",278955.0000,
,12-01-2018,53,VEGUETA,40738,"TASA 414, ESTRELLA                                                                                                      ",421.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,125730.0000,103,"Anchoveta, anchoveta peruana, peladilla",125730.0000,
1-03-2023 23:20:00,2-03-2023 07:50:00,74,LAS DELICIAS,11176,AMADEUS III / DON PEDRO,40.00,3,ARTESANAL,26,DIRECT HUMAN CONSUMPTION,21000.0000,103,"Anchoveta, anchoveta peruana, peladilla",21000.0000,
,11-04-2018,52,SUPE                                                        ,42690,"DON ALONSO, CHIMBOTE 10                                                                                                 ",276.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,63385.0000,103,"Anchoveta, anchoveta peruana, peladilla",63385.0000,
,12-04-2018,52,SUPE                                                        ,41585,"TASA 419, DOÑA BEILA, ESTHER 6                                                                                          ",427.40,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,256445.0000,103,"Anchoveta, anchoveta peruana, peladilla",256445.0000,
,12-04-2018,52,SUPE                                                        ,40817,"TASA 56, SANTA ENMA                                                                                                     ",520.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,362890.0000,103,"Anchoveta, anchoveta peruana, peladilla",362890.0000,
,12-04-2018,52,SUPE                                                        ,41816,GRACIELA                                                                                                                ,379.08,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,302350.0000,103,"Anchoveta, anchoveta peruana, peladilla",302350.0000,
,12-04-2018,52,SUPE                                                        ,42396,"CONSTANZA, SUPE I                                                                                                       ",530.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,444685.0000,103,"Anchoveta, anchoveta peruana, peladilla",444685.0000,
,12-04-2018,52,SUPE                                                        ,41320,"C&Z 6, HUALLAGA 9                                                                                                       ",249.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,94300.0000,103,"Anchoveta, anchoveta peruana, peladilla",94300.0000,
,12-04-2018,52,SUPE                                                        ,40964,"TASA 314, CONTUMAZA 4                                                                                                   ",343.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,305770.0000,103,"Anchoveta, anchoveta peruana, peladilla",305770.0000,
,13-04-2018,52,SUPE                                                        ,41079,"MARIA JOSE, PACHACUTEC 18                                                                                                                                                                               ",449.16,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,296760.0000,103,"Anchoveta, anchoveta peruana, peladilla",296760.0000,
,13-04-2018,52,SUPE                                                        ,41619,SEBASTIAN                                                                                                               ,456.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,448610.0000,103,"Anchoveta, anchoveta peruana, peladilla",448610.0000,
,13-04-2018,52,SUPE                                                        ,42569,STEFANO                                                                                                                 ,503.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,80510.0000,103,"Anchoveta, anchoveta peruana, peladilla",80510.0000,
,13-04-2018,52,SUPE                                                        ,41844,"NATALIA, YAGO II, RODGA                                                                                                 ",499.18,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,89090.0000,103,"Anchoveta, anchoveta peruana, peladilla",89090.0000,
,13-04-2018,52,SUPE                                                        ,41013,"DON GERARDO*, COPETSA 5                                                                                                 ",575.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,481370.0000,103,"Anchoveta, anchoveta peruana, peladilla",481370.0000,
,13-04-2018,52,SUPE                                                        ,40924,AMAZONAS 8                                                                                                              ,193.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,24780.0000,103,"Anchoveta, anchoveta peruana, peladilla",24780.0000,
,13-04-2018,52,SUPE                                                        ,41585,"TASA 419, DOÑA BEILA, ESTHER 6                                                                                          ",427.40,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,304100.0000,103,"Anchoveta, anchoveta peruana, peladilla",304100.0000,
,13-04-2018,52,SUPE                                                        ,40964,"TASA 314, CONTUMAZA 4                                                                                                   ",343.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,57230.0000,103,"Anchoveta, anchoveta peruana, peladilla",57230.0000,
,13-04-2018,52,SUPE                                                        ,41825,"OSCAR, PIZARRO 8                                                                                                        ",265.40,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,45030.0000,103,"Anchoveta, anchoveta peruana, peladilla",45030.0000,
,13-04-2018,52,SUPE                                                        ,43341,"GAVILAN, CORAL, MOQUEGUA 4                                                                                              ",374.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,75275.0000,103,"Anchoveta, anchoveta peruana, peladilla",75275.0000,
,14-04-2018,52,SUPE                                                        ,42232,"CUZCO 1, CUSCO 1                                                                                                        ",386.58,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,101485.0000,103,"Anchoveta, anchoveta peruana, peladilla",101485.0000,
,14-04-2018,52,SUPE                                                        ,41031,"ITJ 3, PRODUCTORA                                                                                                       ",202.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,93180.0000,103,"Anchoveta, anchoveta peruana, peladilla",93180.0000,
,14-04-2018,52,SUPE                                                        ,43394,"MACABI 9, SOL 4                                                                                                         ",287.30,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,229755.0000,103,"Anchoveta, anchoveta peruana, peladilla",229755.0000,
,14-04-2018,52,SUPE                                                        ,41311,MACABI 10                                                                                                               ,289.33,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,269535.0000,103,"Anchoveta, anchoveta peruana, peladilla",269535.0000,
,14-04-2018,52,SUPE                                                        ,41844,"NATALIA, YAGO II, RODGA                                                                                                 ",499.18,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,470155.0000,103,"Anchoveta, anchoveta peruana, peladilla",470155.0000,
,14-04-2018,52,SUPE                                                        ,41393,OLGA                                                                                                                    ,538.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,451565.0000,103,"Anchoveta, anchoveta peruana, peladilla",451565.0000,
,14-04-2018,52,SUPE                                                        ,41619,SEBASTIAN                                                                                                               ,456.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,374100.0000,103,"Anchoveta, anchoveta peruana, peladilla",374100.0000,
,14-04-2018,52,SUPE                                                        ,42569,STEFANO                                                                                                                 ,503.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,480445.0000,103,"Anchoveta, anchoveta peruana, peladilla",480445.0000,
,14-04-2018,52,SUPE                                                        ,40846,"OLLEROS, EPERVA 43                                                                                                      ",199.80,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,93315.0000,103,"Anchoveta, anchoveta peruana, peladilla",93315.0000,
,15-04-2018,52,SUPE                                                        ,41633,CAJAMARCA 6                                                                                                             ,395.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,286940.0000,103,"Anchoveta, anchoveta peruana, peladilla",286940.0000,
,15-04-2018,52,SUPE                                                        ,43307,"TIBURON 6, ICA 8                                                                                                        ",334.40,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,267750.0000,103,"Anchoveta, anchoveta peruana, peladilla",267750.0000,
,15-04-2018,52,SUPE                                                        ,42526,"TASA 424, BRAVO 4, LUCHO 1, JAVIER                                                                                      ",402.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,351940.0000,103,"Anchoveta, anchoveta peruana, peladilla",351940.0000,
,15-04-2018,52,SUPE                                                        ,42920,"TASA 22, MAYTE                                                                                                          ",285.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,265995.0000,103,"Anchoveta, anchoveta peruana, peladilla",265995.0000,
,15-04-2018,52,SUPE                                                        ,42410,"POLAR XII, SAMANCO 1                                                                                                    ",368.64,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,317700.0000,103,"Anchoveta, anchoveta peruana, peladilla",317700.0000,
,15-04-2018,52,SUPE                                                        ,43349,"GIANNINA I, LORETO 3, SEBASTIAN, SILVANA                                                                                ",399.23,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,367770.0000,103,"Anchoveta, anchoveta peruana, peladilla",367770.0000,
,15-04-2018,52,SUPE                                                        ,41816,GRACIELA                                                                                                                ,379.08,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,297785.0000,103,"Anchoveta, anchoveta peruana, peladilla",297785.0000,
,15-04-2018,52,SUPE                                                        ,42928,MICHELA                                                                                                                 ,401.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,28055.0000,103,"Anchoveta, anchoveta peruana, peladilla",28055.0000,
,15-04-2018,52,SUPE                                                        ,41643,DOÑA ADDY                                                                                                               ,394.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,310260.0000,103,"Anchoveta, anchoveta peruana, peladilla",310260.0000,
,18-01-2018,27,HUACHO,42259,GUANAY                                                                                                                  ,375.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,133580.0000,103,"Anchoveta, anchoveta peruana, peladilla",133580.0000,
,18-01-2018,27,HUACHO,41815,"DON ALFONSO, LITRI                                                                                                      ",140.40,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,110610.0000,103,"Anchoveta, anchoveta peruana, peladilla",110610.0000,
,18-01-2018,27,HUACHO,42583,"DORADO, TUMBES 5                                                                                                        ",366.40,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,46690.0000,103,"Anchoveta, anchoveta peruana, peladilla",46690.0000,
,19-01-2018,27,HUACHO,42765,SAMANCO 3                                                                                                               ,360.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,190645.0000,103,"Anchoveta, anchoveta peruana, peladilla",190645.0000,
,08-01-2018,52,SUPE                                                        ,43453,FABIOLA                                                                                                                 ,390.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,113295.0000,103,"Anchoveta, anchoveta peruana, peladilla",113295.0000,
,09-01-2018,52,SUPE                                                        ,42410,"POLAR XII, SAMANCO 1                                                                                                    ",368.64,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,78550.0000,103,"Anchoveta, anchoveta peruana, peladilla",71001.7000,
,09-01-2018,52,SUPE                                                        ,43138,"TASA 417, INANSA, INANSA II                                                                                             ",440.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,103380.0000,103,"Anchoveta, anchoveta peruana, peladilla",89025.7000,
,09-01-2018,52,SUPE                                                        ,41028,ISABELLA*                                                                                                               ,390.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,19785.0000,103,"Anchoveta, anchoveta peruana, peladilla",19785.0000,
,09-01-2018,52,SUPE                                                        ,40964,"TASA 314, CONTUMAZA 4                                                                                                   ",343.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,50680.0000,103,"Anchoveta, anchoveta peruana, peladilla",50680.0000,
,12-01-2018,53,VEGUETA,42440,"TASA 415, INDEPENDENCIA I                                                                                               ",435.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,355200.0000,103,"Anchoveta, anchoveta peruana, peladilla",355200.0000,
,13-01-2018,53,VEGUETA,42138,"TASA 420, GUILLERMO                                                                                                     ",473.13,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,318525.0000,103,"Anchoveta, anchoveta peruana, peladilla",312733.6000,
,13-01-2018,53,VEGUETA,42428,"TASA 418, INDEPENDENCIA  II                                                                                             ",426.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,252705.0000,103,"Anchoveta, anchoveta peruana, peladilla",252705.0000,
,13-01-2018,53,VEGUETA,42440,"TASA 415, INDEPENDENCIA I                                                                                               ",435.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,228625.0000,103,"Anchoveta, anchoveta peruana, peladilla",227100.8000,
,13-01-2018,53,VEGUETA,42325,TASA 44                                                                                                                 ,400.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,227785.0000,103,"Anchoveta, anchoveta peruana, peladilla",227785.0000,
,13-01-2018,53,VEGUETA,43351,"TASA 412, SECHIN II                                                                                                     ",400.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,307820.0000,103,"Anchoveta, anchoveta peruana, peladilla",307820.0000,
,13-01-2018,53,VEGUETA,42426,"TASA 416, SALKANTAY                                                                                                     ",420.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,223015.0000,103,"Anchoveta, anchoveta peruana, peladilla",223015.0000,
,13-01-2018,53,VEGUETA,41166,MARIA I                                                                                                                 ,370.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,236855.0000,103,"Anchoveta, anchoveta peruana, peladilla",236855.0000,
,13-01-2018,53,VEGUETA,43304,"TIBURON 3, 1549                                                                                                         ",422.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,165725.0000,103,"Anchoveta, anchoveta peruana, peladilla",165725.0000,
,14-01-2018,53,VEGUETA,40964,"TASA 314, CONTUMAZA 4                                                                                                   ",343.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,75945.0000,103,"Anchoveta, anchoveta peruana, peladilla",75945.0000,
,14-01-2018,53,VEGUETA,42571,TASA 45                                                                                                                 ,364.84,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,265970.0000,103,"Anchoveta, anchoveta peruana, peladilla",265970.0000,
,14-01-2018,53,VEGUETA,42249,"TASA 34, SAMOA                                                                                                          ",289.10,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,139885.0000,103,"Anchoveta, anchoveta peruana, peladilla",139885.0000,
,14-01-2018,53,VEGUETA,41828,"TASA 31, JAYANCA                                                                                                        ",321.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,254020.0000,103,"Anchoveta, anchoveta peruana, peladilla",254020.0000,
,11-01-2018,52,SUPE                                                        ,43351,"TASA 412, SECHIN II                                                                                                     ",400.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,37340.0000,103,"Anchoveta, anchoveta peruana, peladilla",37340.0000,
,14-01-2018,53,VEGUETA,42428,"TASA 418, INDEPENDENCIA  II                                                                                             ",426.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,106440.0000,103,"Anchoveta, anchoveta peruana, peladilla",106440.0000,
,14-01-2018,53,VEGUETA,42578,AURELIA                                                                                                                 ,170.40,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,180114.0000,103,"Anchoveta, anchoveta peruana, peladilla",180114.0000,
,11-01-2018,52,SUPE                                                        ,42325,TASA 44                                                                                                                 ,400.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,63495.0000,103,"Anchoveta, anchoveta peruana, peladilla",63495.0000,
,14-01-2018,53,VEGUETA,43138,"TASA 417, INANSA, INANSA II                                                                                             ",440.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,180685.0000,103,"Anchoveta, anchoveta peruana, peladilla",180685.0000,
,14-01-2018,53,VEGUETA,42426,"TASA 416, SALKANTAY                                                                                                     ",420.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,66825.0000,103,"Anchoveta, anchoveta peruana, peladilla",66825.0000,
,11-01-2018,52,SUPE                                                        ,41828,"TASA 31, JAYANCA                                                                                                        ",321.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,10890.0000,103,"Anchoveta, anchoveta peruana, peladilla",10174.0000,
,14-01-2018,53,VEGUETA,41272,CAPRICORNIO 7                                                                                                           ,104.60,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,62320.0000,103,"Anchoveta, anchoveta peruana, peladilla",62320.0000,
,15-01-2018,53,VEGUETA,42325,TASA 44                                                                                                                 ,400.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,314345.0000,103,"Anchoveta, anchoveta peruana, peladilla",314345.0000,
,15-01-2018,53,VEGUETA,42428,"TASA 418, INDEPENDENCIA  II                                                                                             ",426.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,325775.0000,103,"Anchoveta, anchoveta peruana, peladilla",325775.0000,
,15-01-2018,53,VEGUETA,43138,"TASA 417, INANSA, INANSA II                                                                                             ",440.70,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,273670.0000,103,"Anchoveta, anchoveta peruana, peladilla",273670.0000,
,11-01-2018,52,SUPE                                                        ,42526,"TASA 424, BRAVO 4, LUCHO 1, JAVIER                                                                                      ",402.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,127760.0000,103,"Anchoveta, anchoveta peruana, peladilla",122094.2000,
,15-01-2018,53,VEGUETA,41828,"TASA 31, JAYANCA                                                                                                        ",321.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,201630.0000,103,"Anchoveta, anchoveta peruana, peladilla",201630.0000,
,11-01-2018,52,SUPE                                                        ,42283,ALESSANDRO,450.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,334390.0000,103,"Anchoveta, anchoveta peruana, peladilla",334390.0000,
,15-01-2018,53,VEGUETA,42989,"MANTA 3, INJEPASA16, MARAÑON 1                                                                                          ",196.13,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,152170.0000,103,"Anchoveta, anchoveta peruana, peladilla",152170.0000,
,11-01-2018,52,SUPE                                                        ,42473,POLAR IV                                                                                                                ,450.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,191570.0000,103,"Anchoveta, anchoveta peruana, peladilla",184343.3000,
,15-01-2018,53,VEGUETA,42994,KIARA B                                                                                                                 ,488.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,188260.0000,103,"Anchoveta, anchoveta peruana, peladilla",188260.0000,
,11-01-2018,52,SUPE                                                        ,42569,STEFANO                                                                                                                 ,503.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,195210.0000,103,"Anchoveta, anchoveta peruana, peladilla",195210.0000,
,12-01-2018,52,SUPE                                                        ,42569,STEFANO                                                                                                                 ,503.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,337470.0000,103,"Anchoveta, anchoveta peruana, peladilla",335688.0000,
,12-01-2018,52,SUPE                                                        ,42410,"POLAR XII, SAMANCO 1                                                                                                    ",368.64,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,339585.0000,103,"Anchoveta, anchoveta peruana, peladilla",339585.0000,
,12-01-2018,52,SUPE                                                        ,42283,ALESSANDRO,450.00,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,211985.0000,103,"Anchoveta, anchoveta peruana, peladilla",211104.6000,
,12-01-2018,52,SUPE                                                        ,42526,"TASA 424, BRAVO 4, LUCHO 1, JAVIER                                                                                      ",402.50,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,180112.0000,103,"Anchoveta, anchoveta peruana, peladilla",169811.8000,
,12-01-2018,52,SUPE                                                        ,40964,"TASA 314, CONTUMAZA 4                                                                                                   ",343.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,69090.0000,103,"Anchoveta, anchoveta peruana, peladilla",69090.0000,
,12-01-2018,52,SUPE                                                        ,42985,"TASA 310, ZAÑA                                                                                                          ",332.20,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,201505.0000,103,"Anchoveta, anchoveta peruana, peladilla",194183.2000,
,12-01-2018,52,SUPE                                                        ,42428,"TASA 418, INDEPENDENCIA  II                                                                                             ",426.37,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,180112.0000,103,"Anchoveta, anchoveta peruana, peladilla",180112.0000,
,12-01-2018,52,SUPE                                                        ,43351,"TASA 412, SECHIN II                                                                                                     ",400.90,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,171112.0000,103,"Anchoveta, anchoveta peruana, peladilla",170564.3000,
,14-01-2018,52,SUPE                                                        ,43468,SAN JUDAS II                                                                                                                                                                                            ,331.38,1,PELAGICOS,27,INDIRECT HUMAN CONSUMPTION,148980.0000,103,"Anchoveta, anchoveta peruana, peladilla",148980.0000,
